Year,Action Type,Details,Capital Cost (EUR),Operating Cost (EUR),Location X,Location Y,Generator Type,Power Output (MW),Efficiency,CO2 Output (tonnes),Operation Percentage,Lifespan (years),Previous State,Impact Description
2034,Add Generator,"UtilitySolar",472161.36,7082.42,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2034,Add Generator,"TidalGenerator",581130733.50,77484.10,0.0,0.0,"TidalGenerator",200.00,1.090,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2034,Add Generator,"HydroDam",3137731737.44,62754.63,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2034,Add Generator,"TidalGenerator",581130733.50,77484.10,0.0,0.0,"TidalGenerator",200.00,1.090,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2034,Add Generator,"Biomass",666998209.70,100049.73,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2034,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2034,Add Generator,"Biomass",666998209.70,100049.73,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2034,Add Generator,"OnshoreWind",760231.06,38011.55,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2034,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2034,Add Generator,"HydroDam",3137731737.44,62754.63,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2034,Add Generator,"OnshoreWind",760231.06,38011.55,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2034,Add Generator,"OffshoreWind",1260498.82,63024.94,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2035,Add Generator,"UtilitySolar",434388.45,6515.83,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2035,Add Generator,"GasCombinedCycle",1218994419.99,121899.44,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2035,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2035,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2035,Add Generator,"Biomass",653658245.51,98048.74,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2035,Add Generator,"Biomass",653658245.51,98048.74,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2035,Add Generator,"BatteryStorage",174339220.05,3486784.40,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2035,Add Generator,"TidalGenerator",523017660.15,69735.69,0.0,0.0,"TidalGenerator",200.00,1.100,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2035,Add Generator,"DomesticSolar",4839.82,96.80,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2035,Add Generator,"HydroDam",3153420396.12,63068.41,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2035,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2035,Add Generator,"OffshoreWind",1197473.88,59873.69,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2036,Add Generator,"OnshoreWind",715301.40,35765.07,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2036,Add Generator,"Biomass",640585080.60,96087.76,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2036,Add Generator,"OffshoreWind",1137600.18,56880.01,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2036,Add Generator,"HydroDam",3169187498.10,63383.75,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2036,Add Generator,"TidalGenerator",470715894.14,62762.12,0.0,0.0,"TidalGenerator",200.00,1.110,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2036,Add Generator,"TidalGenerator",470715894.14,62762.12,0.0,0.0,"TidalGenerator",200.00,1.110,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2036,Add Generator,"OnshoreWind",715301.40,35765.07,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2036,Add Generator,"Biomass",640585080.60,96087.76,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2036,Add Generator,"GasCombinedCycle",1243374308.39,124337.43,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2036,Add Generator,"Biomass",640585080.60,96087.76,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2036,Add Generator,"PumpedStorage",2231336693.33,44626.73,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2037,Add Generator,"TidalGenerator",423644304.72,56485.91,0.0,0.0,"TidalGenerator",200.00,1.120,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2037,Add Generator,"DomesticSolar",4185.96,83.72,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2037,Add Generator,"UtilitySolar",367666.39,5515.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2037,Add Generator,"BatteryStorage",141214768.24,2824295.36,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2037,Add Generator,"UtilitySolar",367666.39,5515.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2037,Add Generator,"CoalPlant",3202064437.14,240154.83,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2037,Add Generator,"HydroDam",3185033435.59,63700.67,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2037,Add Generator,"OffshoreWind",1080720.18,54036.01,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2037,Add Generator,"PumpedStorage",2253650060.26,45073.00,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2037,Add Generator,"CoalPlant",3202064437.14,240154.83,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2037,Add Generator,"PumpedStorage",2253650060.26,45073.00,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2037,Add Generator,"Nuclear",5634125150.66,281706.26,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2037,Add Generator,"UtilitySolar",367666.39,5515.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2037,Add Generator,"OffshoreWind",1080720.18,54036.01,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2037,Add Generator,"OffshoreWind",1080720.18,54036.01,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2038,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2038,Add Generator,"UtilitySolar",338253.08,5073.80,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2038,Add Generator,"Biomass",615217911.41,92282.69,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2038,Add Generator,"Biomass",615217911.41,92282.69,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2038,Add Generator,"GasPeaker",646803315.23,103488.53,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2039,Add Generator,"OnshoreWind",652836.28,32641.81,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2039,Add Generator,"GasPeaker",659739381.53,105558.30,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2039,Add Generator,"OffshoreWind",975349.96,48767.50,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2039,Add Generator,"BatteryStorage",114383962.27,2287679.25,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2039,Add Generator,"Nuclear",5747371066.19,287368.55,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2039,Add Generator,"GasCombinedCycle",1319478763.06,131947.88,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2039,Add Generator,"TidalGenerator",343151886.82,45753.58,0.0,0.0,"TidalGenerator",200.00,1.140,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2039,Add Generator,"OffshoreWind",975349.96,48767.50,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2039,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2039,Add Generator,"CommercialSolar",36204.39,7240.88,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2039,Add Generator,"OnshoreWind",652836.28,32641.81,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2039,Add Generator,"UtilitySolar",311192.83,4667.89,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2039,Add Generator,"Biomass",602913553.18,90437.03,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2039,Add Generator,"OffshoreWind",975349.96,48767.50,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2039,Add Generator,"BatteryStorage",114383962.27,2287679.25,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2040,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2040,Add Generator,"UtilitySolar",286297.40,4294.46,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2040,Add Generator,"OnshoreWind",633251.19,31662.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2040,Add Generator,"GasCombinedCycle",1345868338.32,134586.83,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2040,Add Generator,"BatteryStorage",102945566.05,2058911.32,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2040,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2040,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2040,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2040,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2042,Add Generator,"PumpedStorage",2368608862.75,47372.18,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2042,Add Generator,"UtilitySolar",242322.12,3634.83,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2042,Add Generator,"BatteryStorage",83385908.50,1667718.17,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2043,Add Generator,"HydroDam",3281786818.70,65635.74,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2043,Add Generator,"OffshoreWind",794428.64,39721.43,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2043,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2043,Add Generator,"GasPeaker",714123123.79,114259.70,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2043,Add Generator,"OnshoreWind",577951.26,28897.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2043,Add Generator,"HydroDam",3281786818.70,65635.74,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2043,Add Generator,"OnshoreWind",577951.26,28897.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2043,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2043,Add Generator,"WaveEnergy",100158566.17,25039.64,0.0,0.0,"WaveEnergy",100.00,1.180,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2043,Add Generator,"Nuclear",5980737378.43,299036.87,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2043,Add Generator,"GasCombinedCycle",1428246247.58,142824.62,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2043,Add Generator,"HydroDam",3281786818.70,65635.74,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2043,Add Generator,"GasCombinedCycle",1428246247.58,142824.62,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2043,Add Generator,"OnshoreWind",577951.26,28897.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2043,Add Generator,"DomesticSolar",2708.28,54.17,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2043,Add Generator,"UtilitySolar",222936.35,3344.05,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2044,Add Generator,"CommercialSolar",25186.98,5037.40,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2044,Add Generator,"CoalPlant",4213698351.99,316027.38,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
