Year,Action Type,Details,Capital Cost (EUR),Operating Cost (EUR),Location X,Location Y,Generator Type,Power Output (MW),Efficiency,CO2 Output (tonnes),Operation Percentage,Lifespan (years),Previous State,Impact Description
2025,Add Generator,"WaveEnergy",1000000000.00,250000.00,0.0,0.0,"WaveEnergy",100.00,1.000,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2025,Add Generator,"CoalPlant",2000000000.00,150000.00,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2025,Add Generator,"PumpedStorage",2000000000.00,40000.00,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2025,Add Generator,"OnshoreWind",1000000.00,50000.00,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2025,Add Generator,"DomesticSolar",10000.00,200.00,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2025,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2025,Add Generator,"WaveEnergy",1000000000.00,250000.00,0.0,0.0,"WaveEnergy",100.00,1.000,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2025,Add Generator,"Nuclear",5000000000.00,250000.00,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2025,Add Generator,"OffshoreWind",2000000.00,100000.00,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2025,Add Generator,"CoalPlant",2000000000.00,150000.00,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2025,Add Generator,"BatteryStorage",500000000.00,10000000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2025,Add Generator,"OnshoreWind",1000000.00,50000.00,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2026,Add Generator,"OnshoreWind",970000.00,48500.00,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2026,Add Generator,"PumpedStorage",2020000000.00,40400.00,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2027,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2027,Add Generator,"Biomass",768320000.00,115248.00,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2027,Add Generator,"OnshoreWind",940900.00,47045.00,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2027,Add Generator,"BatteryStorage",405000000.00,8100000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2027,Add Generator,"UtilitySolar",846400.00,12696.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2027,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2027,Add Generator,"DomesticSolar",8649.00,172.98,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2027,Add Generator,"OffshoreWind",1805000.00,90250.00,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2027,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2027,Add Generator,"BatteryStorage",405000000.00,8100000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2027,Add Generator,"Biomass",768320000.00,115248.00,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2027,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2027,Add Generator,"Biomass",768320000.00,115248.00,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2027,Add Generator,"HydroDam",3030075000.00,60601.50,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2027,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2027,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2027,Add Generator,"HydroDam",3030075000.00,60601.50,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2027,Add Generator,"HydroDam",3030075000.00,60601.50,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2028,Add Generator,"CommercialSolar",80435.70,16087.14,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2028,Add Generator,"BatteryStorage",364500000.00,7290000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2028,Add Generator,"CommercialSolar",80435.70,16087.14,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2028,Add Generator,"GasPeaker",530604000.00,84896.64,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2028,Add Generator,"OnshoreWind",912673.00,45633.65,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2028,Add Generator,"CommercialSolar",80435.70,16087.14,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2028,Add Generator,"WaveEnergy",681472000.00,170368.00,0.0,0.0,"WaveEnergy",100.00,1.030,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2028,Add Generator,"WaveEnergy",681472000.00,170368.00,0.0,0.0,"WaveEnergy",100.00,1.030,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2028,Add Generator,"TidalGenerator",1093500000.00,145800.00,0.0,0.0,"TidalGenerator",200.00,1.030,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2029,Add Generator,"OnshoreWind",885292.81,44264.64,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
