Year,Action Type,Details,Capital Cost (EUR),Operating Cost (EUR),Location X,Location Y,Generator Type,Power Output (MW),Efficiency,CO2 Output (tonnes),Operation Percentage,Lifespan (years),Previous State,Impact Description
2027,Add Generator,"OnshoreWind",940900.00,47045.00,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2027,Add Generator,"WaveEnergy",774400000.00,193600.00,0.0,0.0,"WaveEnergy",100.00,1.020,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2028,Add Generator,"GasCombinedCycle",1061208000.00,106120.80,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2028,Add Generator,"UtilitySolar",778688.00,11680.32,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2028,Add Generator,"HydroDam",3045225375.00,60904.51,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2028,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2029,Add Generator,"OffshoreWind",1629012.50,81450.62,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2029,Add Generator,"CoalPlant",2339717120.00,175478.78,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2029,Add Generator,"CommercialSolar",74805.20,14961.04,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2029,Add Generator,"BatteryStorage",328050000.00,6561000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2029,Add Generator,"BatteryStorage",328050000.00,6561000.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2029,Add Generator,"OnshoreWind",885292.81,44264.64,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2029,Add Generator,"GasCombinedCycle",1082432160.00,108243.22,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2029,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2029,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2029,Add Generator,"HydroDam",3060451501.87,61209.03,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2029,Add Generator,"HydroDam",3060451501.87,61209.03,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2029,Add Generator,"GasCombinedCycle",1082432160.00,108243.22,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2030,Add Generator,"BatteryStorage",295245000.00,5904900.00,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2030,Add Generator,"DomesticSolar",6956.88,139.14,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2030,Add Generator,"Nuclear",5255050250.50,262752.51,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2030,Add Generator,"TidalGenerator",885735000.00,118098.00,0.0,0.0,"TidalGenerator",200.00,1.050,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2030,Add Generator,"CoalPlant",2433305804.80,182497.94,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2030,Add Generator,"DomesticSolar",6956.88,139.14,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2030,Add Generator,"Biomass",723136637.44,108470.50,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2030,Add Generator,"WaveEnergy",527731916.80,131932.98,0.0,0.0,"WaveEnergy",100.00,1.050,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2030,Add Generator,"UtilitySolar",659081.52,9886.22,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2031,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2031,Add Generator,"TidalGenerator",797161500.00,106288.20,0.0,0.0,"TidalGenerator",200.00,1.060,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2031,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2031,Add Generator,"WaveEnergy",464404086.78,116101.02,0.0,0.0,"WaveEnergy",100.00,1.060,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2031,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2031,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2031,Add Generator,"Biomass",708673904.69,106301.09,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2031,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2032,Add Generator,"GasCombinedCycle",1148685667.65,114868.57,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2032,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2032,Add Generator,"DomesticSolar",6017.01,120.34,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2032,Add Generator,"UtilitySolar",557846.60,8367.70,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2032,Add Generator,"OnshoreWind",807982.84,40399.14,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2032,Add Generator,"Nuclear",5360676760.54,268033.84,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2032,Add Generator,"UtilitySolar",557846.60,8367.70,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2032,Add Generator,"TidalGenerator",717445350.00,95659.38,0.0,0.0,"TidalGenerator",200.00,1.070,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2032,Add Generator,"Biomass",694500426.60,104175.06,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2032,Add Generator,"DomesticSolar",6017.01,120.34,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2032,Add Generator,"PumpedStorage",2144270704.21,42885.41,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2032,Add Generator,"WaveEnergy",408675596.37,102168.90,0.0,0.0,"WaveEnergy",100.00,1.070,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2032,Add Generator,"UtilitySolar",557846.60,8367.70,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2032,Add Generator,"PumpedStorage",2144270704.21,42885.41,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2032,Add Generator,"GasCombinedCycle",1148685667.65,114868.57,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2033,Add Generator,"OffshoreWind",1326840.86,66342.04,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2033,Add Generator,"WaveEnergy",359634524.81,89908.63,0.0,0.0,"WaveEnergy",100.00,1.080,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2033,Add Generator,"OffshoreWind",1326840.86,66342.04,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2033,Add Generator,"GasPeaker",585829690.50,93732.75,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2033,Add Generator,"HydroDam",3122121131.78,62442.42,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2033,Add Generator,"PumpedStorage",2165713411.26,43314.27,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2033,Add Generator,"PumpedStorage",2165713411.26,43314.27,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2033,Add Generator,"OnshoreWind",783743.36,39187.17,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2033,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2033,Add Generator,"GasCombinedCycle",1171659381.00,117165.94,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2033,Add Generator,"HydroDam",3122121131.78,62442.42,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2033,Add Generator,"Nuclear",5414283528.14,270714.18,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2033,Add Generator,"CoalPlant",2737138100.81,205285.36,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2033,Add Generator,"CoalPlant",2737138100.81,205285.36,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2034,Add Generator,"HydroDam",3137731737.44,62754.63,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2034,Add Generator,"OnshoreWind",760231.06,38011.55,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2034,Add Generator,"HydroDam",3137731737.44,62754.63,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2034,Add Generator,"UtilitySolar",472161.36,7082.42,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2034,Add Generator,"PumpedStorage",2187370545.37,43747.41,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2034,Add Generator,"PumpedStorage",2187370545.37,43747.41,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2034,Add Generator,"CommercialSolar",52041.11,10408.22,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2034,Add Generator,"TidalGenerator",581130733.50,77484.10,0.0,0.0,"TidalGenerator",200.00,1.090,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2034,Add Generator,"Biomass",666998209.70,100049.73,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2034,Add Generator,"OffshoreWind",1260498.82,63024.94,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2034,Add Generator,"OffshoreWind",1260498.82,63024.94,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2034,Add Generator,"Nuclear",5468426363.42,273421.32,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2035,Add Generator,"BatteryStorage",174339220.05,3486784.40,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2035,Add Generator,"CoalPlant",2960488569.84,222036.64,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2036,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2036,Add Generator,"DomesticSolar",4501.04,90.02,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2036,Add Generator,"TidalGenerator",470715894.14,62762.12,0.0,0.0,"TidalGenerator",200.00,1.110,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2036,Add Generator,"WaveEnergy",245080858.89,61270.21,0.0,0.0,"WaveEnergy",100.00,1.110,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2036,Add Generator,"BatteryStorage",156905298.05,3138105.96,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2036,Add Generator,"OnshoreWind",715301.40,35765.07,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2036,Add Generator,"CoalPlant",3078908112.63,230918.11,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2036,Add Generator,"TidalGenerator",470715894.14,62762.12,0.0,0.0,"TidalGenerator",200.00,1.110,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2037,Add Generator,"WaveEnergy",215671155.82,53917.79,0.0,0.0,"WaveEnergy",100.00,1.120,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2037,Add Generator,"GasCombinedCycle",1268241794.56,126824.18,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2037,Add Generator,"DomesticSolar",4185.96,83.72,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2037,Add Generator,"OffshoreWind",1080720.18,54036.01,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2038,Add Generator,"CommercialSolar",38929.46,7785.89,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2038,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2038,Add Generator,"UtilitySolar",338253.08,5073.80,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2038,Add Generator,"Biomass",615217911.41,92282.69,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2038,Add Generator,"Nuclear",5690466402.17,284523.32,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2038,Add Generator,"WaveEnergy",189790617.12,47447.65,0.0,0.0,"WaveEnergy",100.00,1.130,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2038,Add Generator,"CoalPlant",3330147014.62,249761.03,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2038,Add Generator,"CoalPlant",3330147014.62,249761.03,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2038,Add Generator,"HydroDam",3200958602.77,64019.17,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2038,Add Generator,"GasCombinedCycle",1293606630.45,129360.66,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2039,Add Generator,"GasCombinedCycle",1319478763.06,131947.88,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2039,Add Generator,"WaveEnergy",167015743.07,41753.94,0.0,0.0,"WaveEnergy",100.00,1.140,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2039,Add Generator,"HydroDam",3216963395.79,64339.27,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2039,Add Generator,"OffshoreWind",975349.96,48767.50,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2039,Add Generator,"GasPeaker",659739381.53,105558.30,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2039,Add Generator,"TidalGenerator",343151886.82,45753.58,0.0,0.0,"TidalGenerator",200.00,1.140,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2040,Add Generator,"OnshoreWind",633251.19,31662.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2040,Add Generator,"OffshoreWind",926582.46,46329.12,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2040,Add Generator,"BatteryStorage",102945566.05,2058911.32,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2040,Add Generator,"WaveEnergy",146973853.90,36743.46,0.0,0.0,"WaveEnergy",100.00,1.150,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2040,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2040,Add Generator,"DomesticSolar",3367.01,67.34,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2040,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2040,Add Generator,"OffshoreWind",926582.46,46329.12,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2040,Add Generator,"Nuclear",5804844776.85,290242.24,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2040,Add Generator,"GasCombinedCycle",1345868338.32,134586.83,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2040,Add Generator,"Biomass",590855282.12,88628.29,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2041,Add Generator,"DomesticSolar",3131.32,62.63,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2041,Add Generator,"WaveEnergy",129336991.43,32334.25,0.0,0.0,"WaveEnergy",100.00,1.160,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2041,Add Generator,"PumpedStorage",2345157289.85,46903.15,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2041,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2041,Add Generator,"DomesticSolar",3131.32,62.63,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2041,Add Generator,"CoalPlant",3745962491.45,280947.19,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2041,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2041,Add Generator,"HydroDam",3249213453.83,64984.27,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2041,Add Generator,"OnshoreWind",614253.65,30712.68,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2041,Add Generator,"OffshoreWind",880253.34,44012.67,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2041,Add Generator,"WaveEnergy",129336991.43,32334.25,0.0,0.0,"WaveEnergy",100.00,1.160,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2041,Add Generator,"HydroDam",3249213453.83,64984.27,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2041,Add Generator,"PumpedStorage",2345157289.85,46903.15,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2042,Add Generator,"HydroDam",3265459521.10,65309.19,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2042,Add Generator,"OnshoreWind",595826.04,29791.30,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2042,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2042,Add Generator,"BatteryStorage",83385908.50,1667718.17,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2042,Add Generator,"BatteryStorage",83385908.50,1667718.17,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2042,Add Generator,"HydroDam",3265459521.10,65309.19,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2042,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2043,Add Generator,"OnshoreWind",577951.26,28897.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2043,Add Generator,"GasCombinedCycle",1428246247.58,142824.62,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2043,Add Generator,"OffshoreWind",794428.64,39721.43,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2043,Add Generator,"OffshoreWind",794428.64,39721.43,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2043,Add Generator,"OnshoreWind",577951.26,28897.56,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2043,Add Generator,"DomesticSolar",2708.28,54.17,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2043,Add Generator,"DomesticSolar",2708.28,54.17,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2043,Add Generator,"Nuclear",5980737378.43,299036.87,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2043,Add Generator,"UtilitySolar",222936.35,3344.05,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2043,Add Generator,"WaveEnergy",100158566.17,25039.64,0.0,0.0,"WaveEnergy",100.00,1.180,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2044,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
